Date (LT),Hour,NowCast Conc.,Raw Conc.,Conc. Unit,AQI,AQI Category,QC Name
05/02/2022 14:00,14,52.9,60,ug/m3,144,Unhealthy for Sensitive Groups,Valid
05/02/2022 15:00,15,55.3,60,ug/m3,150,Unhealthy for Sensitive Groups,Valid
05/02/2022 16:00,16,65.3,76,ug/m3,156,Unhealthy,Valid
05/02/2022 17:00,17,67.4,70,ug/m3,157,Unhealthy,Valid
05/02/2022 18:00,18,73.6,80,ug/m3,160,Unhealthy,Valid
05/02/2022 19:00,19,82,90,ug/m3,165,Unhealthy,Valid
05/02/2022 20:00,20,103.5,125,ug/m3,176,Unhealthy,Valid
05/02/2022 21:00,21,121.2,139,ug/m3,185,Unhealthy,Valid
05/02/2022 22:00,22,144.6,168,ug/m3,197,Unhealthy,Valid
05/02/2022 23:00,23,146.3,148,ug/m3,198,Unhealthy,Valid
06/02/2022 00:00,0,137.6,129,ug/m3,193,Unhealthy,Valid
06/02/2022 01:00,1,137.3,137,ug/m3,193,Unhealthy,Valid
06/02/2022 02:00,2,144.6,152,ug/m3,197,Unhealthy,Valid
06/02/2022 03:00,3,141.8,139,ug/m3,196,Unhealthy,Valid
06/02/2022 04:00,4,131.4,121,ug/m3,190,Unhealthy,Valid
06/02/2022 05:00,5,118.7,106,ug/m3,184,Unhealthy,Valid
06/02/2022 06:00,6,120.9,122,ug/m3,185,Unhealthy,Valid
06/02/2022 07:00,7,126,131,ug/m3,187,Unhealthy,Valid
06/02/2022 08:00,8,128.2,132,ug/m3,189,Unhealthy,Valid
06/02/2022 09:00,9,122.2,112,ug/m3,185,Unhealthy,Valid
06/02/2022 10:00,10,115.8,102,ug/m3,182,Unhealthy,Valid
06/02/2022 11:00,11,107.1,95,ug/m3,178,Unhealthy,Valid
06/02/2022 12:00,12,98.7,89,ug/m3,173,Unhealthy,Valid
06/02/2022 13:00,13,94.6,89,ug/m3,171,Unhealthy,Valid
06/02/2022 14:00,14,94,90,ug/m3,171,Unhealthy,Valid
06/02/2022 15:00,15,94.6,94,ug/m3,171,Unhealthy,Valid
06/02/2022 16:00,16,91.2,86,ug/m3,169,Unhealthy,Valid
06/02/2022 17:00,17,94.2,100,ug/m3,171,Unhealthy,Valid
06/02/2022 18:00,18,95.8,99,ug/m3,172,Unhealthy,Valid
06/02/2022 19:00,19,102.1,114,ug/m3,175,Unhealthy,Valid
06/02/2022 20:00,20,109.8,127,ug/m3,179,Unhealthy,Valid
06/02/2022 21:00,21,120.5,136,ug/m3,185,Unhealthy,Valid
06/02/2022 22:00,22,130.4,143,ug/m3,190,Unhealthy,Valid
06/02/2022 23:00,23,140.7,152,ug/m3,195,Unhealthy,Valid
07/02/2022 00:00,0,147.3,155,ug/m3,198,Unhealthy,Valid
07/02/2022 01:00,1,142.7,137,ug/m3,196,Unhealthy,Valid
07/02/2022 02:00,2,125,103,ug/m3,187,Unhealthy,Valid
07/02/2022 03:00,3,121.4,117,ug/m3,185,Unhealthy,Valid
07/02/2022 04:00,4,138.2,162,ug/m3,194,Unhealthy,Valid
07/02/2022 05:00,5,142.4,149,ug/m3,196,Unhealthy,Valid
07/02/2022 06:00,6,142.7,144,ug/m3,196,Unhealthy,Valid
07/02/2022 07:00,7,137.7,129,ug/m3,193,Unhealthy,Valid
07/02/2022 08:00,8,129.4,115,ug/m3,189,Unhealthy,Valid
07/02/2022 09:00,9,126.7,122,ug/m3,188,Unhealthy,Valid
07/02/2022 10:00,10,116.8,101,ug/m3,183,Unhealthy,Valid
07/02/2022 11:00,11,99,84,ug/m3,173,Unhealthy,Valid
07/02/2022 12:00,12,85.1,72,ug/m3,166,Unhealthy,Valid
07/02/2022 13:00,13,74.5,64,ug/m3,161,Unhealthy,Valid
07/02/2022 14:00,14,72.2,70,ug/m3,160,Unhealthy,Valid
07/02/2022 15:00,15,66.1,60,ug/m3,156,Unhealthy,Valid
07/02/2022 16:00,16,58.5,51,ug/m3,153,Unhealthy,Valid
07/02/2022 17:00,17,57.7,57,ug/m3,152,Unhealthy,Valid
07/02/2022 18:00,18,58.3,59,ug/m3,152,Unhealthy,Valid
07/02/2022 19:00,19,74.1,90,ug/m3,161,Unhealthy,Valid
07/02/2022 20:00,20,88.5,103,ug/m3,168,Unhealthy,Valid
07/02/2022 21:00,21,115.2,142,ug/m3,182,Unhealthy,Valid
07/02/2022 22:00,22,126.6,138,ug/m3,188,Unhealthy,Valid
07/02/2022 23:00,23,155.3,184,ug/m3,206,Very Unhealthy,Valid
08/02/2022 00:00,0,167.6,180,ug/m3,218,Very Unhealthy,Valid
08/02/2022 01:00,1,161.8,156,ug/m3,212,Very Unhealthy,Valid
08/02/2022 02:00,2,215.4,269,ug/m3,265,Very Unhealthy,Valid
08/02/2022 03:00,3,270.2,325,ug/m3,321,Hazardous,Valid
08/02/2022 04:00,4,289.1,308,ug/m3,339,Hazardous,Valid
08/02/2022 05:00,5,326.1,363,ug/m3,376,Hazardous,Valid
08/02/2022 06:00,6,334,342,ug/m3,384,Hazardous,Valid
08/02/2022 07:00,7,303,272,ug/m3,353,Hazardous,Valid
08/02/2022 08:00,8,268.5,234,ug/m3,319,Hazardous,Valid
08/02/2022 09:00,9,203.7,139,ug/m3,254,Very Unhealthy,Valid
08/02/2022 10:00,10,148.3,93,ug/m3,199,Unhealthy,Valid
08/02/2022 11:00,11,137.6,127,ug/m3,193,Unhealthy,Valid
08/02/2022 12:00,12,122.8,108,ug/m3,186,Unhealthy,Valid
08/02/2022 13:00,13,108.9,95,ug/m3,179,Unhealthy,Valid
08/02/2022 14:00,14,96.9,85,ug/m3,172,Unhealthy,Valid
08/02/2022 15:00,15,98.9,101,ug/m3,173,Unhealthy,Valid
08/02/2022 16:00,16,91.4,84,ug/m3,170,Unhealthy,Valid
08/02/2022 17:00,17,93.1,95,ug/m3,170,Unhealthy,Valid
08/02/2022 18:00,18,102,111,ug/m3,175,Unhealthy,Valid
08/02/2022 19:00,19,119.5,137,ug/m3,184,Unhealthy,Valid
08/02/2022 20:00,20,144.7,170,ug/m3,197,Unhealthy,Valid
08/02/2022 21:00,21,185.3,226,ug/m3,235,Very Unhealthy,Valid
08/02/2022 22:00,22,224.2,263,ug/m3,274,Very Unhealthy,Valid
08/02/2022 23:00,23,218.1,212,ug/m3,268,Very Unhealthy,Valid
09/02/2022 00:00,0,205,192,ug/m3,255,Very Unhealthy,Valid
09/02/2022 01:00,1,195.5,186,ug/m3,246,Very Unhealthy,Valid
09/02/2022 02:00,2,195.7,196,ug/m3,246,Very Unhealthy,Valid
09/02/2022 03:00,3,208.4,221,ug/m3,258,Very Unhealthy,Valid
09/02/2022 04:00,4,196.7,185,ug/m3,247,Very Unhealthy,Valid
09/02/2022 05:00,5,256.3,316,ug/m3,307,Hazardous,Valid
09/02/2022 06:00,6,255.2,254,ug/m3,306,Hazardous,Valid
09/02/2022 07:00,7,244.2,234,ug/m3,294,Very Unhealthy,Valid
09/02/2022 08:00,8,251.1,262,ug/m3,302,Hazardous,Valid
09/02/2022 09:00,9,245.3,237,ug/m3,295,Very Unhealthy,Valid
09/02/2022 10:00,10,203.8,161,ug/m3,254,Very Unhealthy,Valid
09/02/2022 11:00,11,184.3,164,ug/m3,234,Very Unhealthy,Valid
09/02/2022 12:00,12,159.7,136,ug/m3,210,Very Unhealthy,Valid
09/02/2022 13:00,13,136.8,114,ug/m3,193,Unhealthy,Valid
09/02/2022 14:00,14,123.4,110,ug/m3,186,Unhealthy,Valid
09/02/2022 15:00,15,118.1,113,ug/m3,183,Unhealthy,Valid
09/02/2022 16:00,16,111.5,105,ug/m3,180,Unhealthy,Valid
09/02/2022 17:00,17,110.2,109,ug/m3,179,Unhealthy,Valid
09/02/2022 18:00,18,119.1,128,ug/m3,184,Unhealthy,Valid
09/02/2022 19:00,19,144,169,ug/m3,197,Unhealthy,Valid
09/02/2022 20:00,20,193.5,243,ug/m3,244,Very Unhealthy,Valid
09/02/2022 21:00,21,271.2,349,ug/m3,322,Hazardous,Valid
09/02/2022 22:00,22,334.6,398,ug/m3,384,Hazardous,Valid
09/02/2022 23:00,23,338.8,343,ug/m3,389,Hazardous,Valid
10/02/2022 00:00,0,285.4,232,ug/m3,336,Hazardous,Valid
10/02/2022 01:00,1,237.7,190,ug/m3,287,Very Unhealthy,Valid
10/02/2022 02:00,2,220.8,204,ug/m3,271,Very Unhealthy,Valid
10/02/2022 03:00,3,209.4,198,ug/m3,259,Very Unhealthy,Valid
10/02/2022 04:00,4,202.7,196,ug/m3,253,Very Unhealthy,Valid
10/02/2022 05:00,5,199.8,197,ug/m3,250,Very Unhealthy,Valid
10/02/2022 06:00,6,195.9,192,ug/m3,246,Very Unhealthy,Valid
10/02/2022 07:00,7,184.9,174,ug/m3,235,Very Unhealthy,Valid
10/02/2022 08:00,8,156.9,129,ug/m3,207,Very Unhealthy,Valid
10/02/2022 09:00,9,139.4,122,ug/m3,194,Unhealthy,Valid
10/02/2022 10:00,10,152.2,165,ug/m3,203,Very Unhealthy,Valid
10/02/2022 11:00,11,186.8,225,ug/m3,237,Very Unhealthy,Valid
10/02/2022 12:00,12,201.4,220,ug/m3,251,Very Unhealthy,Valid
10/02/2022 13:00,13,220.9,239,ug/m3,271,Very Unhealthy,Valid
10/02/2022 14:00,14,243.8,266,ug/m3,293,Very Unhealthy,Valid
10/02/2022 15:00,15,237.4,231,ug/m3,287,Very Unhealthy,Valid
10/02/2022 16:00,16,257.2,277,ug/m3,308,Hazardous,Valid
10/02/2022 17:00,17,275.1,293,ug/m3,325,Hazardous,Valid
10/02/2022 18:00,18,294.5,314,ug/m3,345,Hazardous,Valid
10/02/2022 19:00,19,266.2,238,ug/m3,317,Hazardous,Valid
10/02/2022 20:00,20,234.1,202,ug/m3,284,Very Unhealthy,Valid
10/02/2022 21:00,21,212.7,187,ug/m3,263,Very Unhealthy,Valid
10/02/2022 22:00,22,205.4,186,ug/m3,255,Very Unhealthy,Valid
10/02/2022 23:00,23,177.6,157,ug/m3,228,Very Unhealthy,Valid
11/02/2022 00:00,0,160.3,143,ug/m3,211,Very Unhealthy,Valid
11/02/2022 01:00,1,148.6,137,ug/m3,199,Unhealthy,Valid
11/02/2022 02:00,2,141.8,135,ug/m3,196,Unhealthy,Valid
11/02/2022 03:00,3,137.3,133,ug/m3,193,Unhealthy,Valid
11/02/2022 04:00,4,156.6,176,ug/m3,207,Very Unhealthy,Valid
11/02/2022 05:00,5,165.3,174,ug/m3,216,Very Unhealthy,Valid
11/02/2022 06:00,6,158,151,ug/m3,208,Very Unhealthy,Valid
11/02/2022 07:00,7,179,214,ug/m3,229,Very Unhealthy,Valid
11/02/2022 08:00,8,202,230,ug/m3,252,Very Unhealthy,Valid
11/02/2022 09:00,9,174.5,137,ug/m3,225,Very Unhealthy,Valid
11/02/2022 10:00,10,158.2,136,ug/m3,209,Very Unhealthy,Valid
11/02/2022 11:00,11,146.2,131,ug/m3,198,Unhealthy,Valid
11/02/2022 12:00,12,137.7,128,ug/m3,193,Unhealthy,Valid
11/02/2022 13:00,13,136.5,135,ug/m3,193,Unhealthy,Valid
11/02/2022 14:00,14,131.6,126,ug/m3,190,Unhealthy,Valid
11/02/2022 15:00,15,127.4,123,ug/m3,188,Unhealthy,Valid
11/02/2022 16:00,16,131.8,137,ug/m3,190,Unhealthy,Valid
11/02/2022 17:00,17,133.3,135,ug/m3,191,Unhealthy,Valid
11/02/2022 18:00,18,143.8,156,ug/m3,197,Unhealthy,Valid
11/02/2022 19:00,19,163.4,186,ug/m3,214,Very Unhealthy,Valid
11/02/2022 20:00,20,181.7,211,ug/m3,232,Very Unhealthy,Valid
11/02/2022 21:00,21,199.7,220,ug/m3,250,Very Unhealthy,Valid
11/02/2022 22:00,22,204.7,211,ug/m3,255,Very Unhealthy,Valid
11/02/2022 23:00,23,208.4,213,ug/m3,258,Very Unhealthy,Valid
12/02/2022 00:00,0,200.3,190,ug/m3,250,Very Unhealthy,Valid
12/02/2022 01:00,1,177.2,148,ug/m3,227,Very Unhealthy,Valid
12/02/2022 02:00,2,156.8,131,ug/m3,207,Very Unhealthy,Valid
12/02/2022 03:00,3,149.2,134,ug/m3,199,Unhealthy,Valid
12/02/2022 04:00,4,142.6,133,ug/m3,196,Unhealthy,Valid
12/02/2022 05:00,5,132.8,123,ug/m3,191,Unhealthy,Valid
12/02/2022 06:00,6,128.5,123,ug/m3,189,Unhealthy,Valid
12/02/2022 07:00,7,143.2,162,ug/m3,196,Unhealthy,Valid
12/02/2022 08:00,8,174,213,ug/m3,224,Very Unhealthy,Valid
12/02/2022 09:00,9,163.4,151,ug/m3,214,Very Unhealthy,Valid
12/02/2022 10:00,10,141.5,115,ug/m3,195,Unhealthy,Valid
12/02/2022 11:00,11,120.9,102,ug/m3,185,Unhealthy,Valid
12/02/2022 12:00,12,104.4,88,ug/m3,176,Unhealthy,Valid
12/02/2022 13:00,13,85.7,67,ug/m3,167,Unhealthy,Valid
12/02/2022 14:00,14,75.8,66,ug/m3,161,Unhealthy,Valid
12/02/2022 15:00,15,73.4,71,ug/m3,160,Unhealthy,Valid
12/02/2022 16:00,16,73.7,74,ug/m3,160,Unhealthy,Valid
12/02/2022 17:00,17,73.3,73,ug/m3,160,Unhealthy,Valid
12/02/2022 18:00,18,76.6,80,ug/m3,162,Unhealthy,Valid
12/02/2022 19:00,19,88.8,101,ug/m3,168,Unhealthy,Valid
12/02/2022 20:00,20,111.9,135,ug/m3,180,Unhealthy,Valid
12/02/2022 21:00,21,138.9,166,ug/m3,194,Unhealthy,Valid
12/02/2022 22:00,22,165.9,193,ug/m3,216,Very Unhealthy,Valid
12/02/2022 23:00,23,185.5,205,ug/m3,236,Very Unhealthy,Valid
13/02/2022 00:00,0,178.2,171,ug/m3,228,Very Unhealthy,Valid
13/02/2022 01:00,1,183.6,189,ug/m3,234,Very Unhealthy,Valid
13/02/2022 02:00,2,188.3,193,ug/m3,238,Very Unhealthy,Valid
13/02/2022 03:00,3,176.6,165,ug/m3,227,Very Unhealthy,Valid
13/02/2022 04:00,4,185.8,195,ug/m3,236,Very Unhealthy,Valid
13/02/2022 05:00,5,183.9,182,ug/m3,234,Very Unhealthy,Valid
13/02/2022 06:00,6,177.9,172,ug/m3,228,Very Unhealthy,Valid
13/02/2022 07:00,7,176,169,ug/m3,226,Very Unhealthy,Valid
13/02/2022 08:00,8,169,148,ug/m3,219,Very Unhealthy,Valid
13/02/2022 09:00,9,163.6,150,ug/m3,214,Very Unhealthy,Valid
13/02/2022 10:00,10,136.4,112,ug/m3,193,Unhealthy,Valid
13/02/2022 11:00,11,114.8,96,ug/m3,182,Unhealthy,Valid
13/02/2022 12:00,12,101.9,89,ug/m3,175,Unhealthy,Valid
13/02/2022 13:00,13,89.9,78,ug/m3,169,Unhealthy,Valid
13/02/2022 14:00,14,91.9,94,ug/m3,170,Unhealthy,Valid
13/02/2022 15:00,15,97.4,103,ug/m3,173,Unhealthy,Valid
13/02/2022 16:00,16,98.2,99,ug/m3,173,Unhealthy,Valid
13/02/2022 17:00,17,96.1,94,ug/m3,172,Unhealthy,Valid
13/02/2022 18:00,18,98.5,101,ug/m3,173,Unhealthy,Valid
13/02/2022 19:00,19,113.1,129,ug/m3,181,Unhealthy,Valid
13/02/2022 20:00,20,130.3,149,ug/m3,190,Unhealthy,Valid
13/02/2022 21:00,21,157.6,184,ug/m3,208,Very Unhealthy,Valid
13/02/2022 22:00,22,179.8,202,ug/m3,230,Very Unhealthy,Valid
13/02/2022 23:00,23,190.9,202,ug/m3,241,Very Unhealthy,Valid
14/02/2022 00:00,0,182.4,174,ug/m3,233,Very Unhealthy,Valid
14/02/2022 01:00,1,178.2,174,ug/m3,228,Very Unhealthy,Valid
14/02/2022 02:00,2,172.6,167,ug/m3,223,Very Unhealthy,Valid
14/02/2022 03:00,3,171.8,171,ug/m3,222,Very Unhealthy,Valid
14/02/2022 04:00,4,178.4,185,ug/m3,229,Very Unhealthy,Valid
14/02/2022 05:00,5,181.7,185,ug/m3,232,Very Unhealthy,Valid
14/02/2022 06:00,6,172.9,160,ug/m3,223,Very Unhealthy,Valid
14/02/2022 07:00,7,174.1,173,ug/m3,224,Very Unhealthy,Valid
14/02/2022 08:00,8,174.3,171,ug/m3,225,Very Unhealthy,Valid
14/02/2022 09:00,9,170.6,159,ug/m3,221,Very Unhealthy,Valid
14/02/2022 10:00,10,169.2,166,ug/m3,220,Very Unhealthy,Valid
14/02/2022 11:00,11,161.5,141,ug/m3,212,Very Unhealthy,Valid
14/02/2022 12:00,12,136.5,109,ug/m3,193,Unhealthy,Valid
14/02/2022 13:00,13,108,85,ug/m3,178,Unhealthy,Valid
14/02/2022 14:00,14,97,86,ug/m3,172,Unhealthy,Valid
14/02/2022 15:00,15,91.9,87,ug/m3,170,Unhealthy,Valid
14/02/2022 16:00,16,88.9,86,ug/m3,168,Unhealthy,Valid
14/02/2022 17:00,17,83.9,79,ug/m3,166,Unhealthy,Valid
14/02/2022 18:00,18,83.9,84,ug/m3,166,Unhealthy,Valid
14/02/2022 19:00,19,94.4,105,ug/m3,171,Unhealthy,Valid
14/02/2022 20:00,20,105.2,116,ug/m3,177,Unhealthy,Valid
14/02/2022 21:00,21,120.6,136,ug/m3,185,Unhealthy,Valid
14/02/2022 22:00,22,139.3,158,ug/m3,194,Unhealthy,Valid
14/02/2022 23:00,23,154.6,170,ug/m3,205,Very Unhealthy,Valid
15/02/2022 00:00,0,162.3,170,ug/m3,213,Very Unhealthy,Valid
15/02/2022 01:00,1,183.6,205,ug/m3,234,Very Unhealthy,Valid
15/02/2022 02:00,2,194.3,205,ug/m3,244,Very Unhealthy,Valid
15/02/2022 03:00,3,189.1,184,ug/m3,239,Very Unhealthy,Valid
15/02/2022 04:00,4,185.6,182,ug/m3,236,Very Unhealthy,Valid
15/02/2022 05:00,5,189.3,193,ug/m3,239,Very Unhealthy,Valid
15/02/2022 06:00,6,188.6,188,ug/m3,239,Very Unhealthy,Valid
15/02/2022 07:00,7,190.8,194,ug/m3,241,Very Unhealthy,Valid
15/02/2022 08:00,8,189.6,189,ug/m3,240,Very Unhealthy,Valid
15/02/2022 09:00,9,184.5,170,ug/m3,235,Very Unhealthy,Valid
15/02/2022 10:00,10,185.5,185,ug/m3,236,Very Unhealthy,Valid
15/02/2022 11:00,11,179.4,160,ug/m3,230,Very Unhealthy,Valid
15/02/2022 12:00,12,143.3,110,ug/m3,196,Unhealthy,Valid
15/02/2022 13:00,13,117.8,95,ug/m3,183,Unhealthy,Valid
15/02/2022 14:00,14,102.8,88,ug/m3,175,Unhealthy,Valid
15/02/2022 15:00,15,89.9,77,ug/m3,169,Unhealthy,Valid
15/02/2022 16:00,16,86.9,84,ug/m3,167,Unhealthy,Valid
15/02/2022 17:00,17,85.9,85,ug/m3,167,Unhealthy,Valid
15/02/2022 18:00,18,89.4,93,ug/m3,169,Unhealthy,Valid
15/02/2022 19:00,19,96.7,104,ug/m3,172,Unhealthy,Valid
15/02/2022 20:00,20,116.8,137,ug/m3,183,Unhealthy,Valid
15/02/2022 21:00,21,137.4,158,ug/m3,193,Unhealthy,Valid
15/02/2022 22:00,22,151.7,166,ug/m3,202,Very Unhealthy,Valid
15/02/2022 23:00,23,174.8,198,ug/m3,225,Very Unhealthy,Valid
16/02/2022 00:00,0,191.9,209,ug/m3,242,Very Unhealthy,Valid
16/02/2022 01:00,1,192.4,193,ug/m3,243,Very Unhealthy,Valid
16/02/2022 02:00,2,179.7,167,ug/m3,230,Very Unhealthy,Valid
16/02/2022 03:00,3,178.8,178,ug/m3,229,Very Unhealthy,Valid
16/02/2022 04:00,4,184.4,190,ug/m3,235,Very Unhealthy,Valid
16/02/2022 05:00,5,173.7,163,ug/m3,224,Very Unhealthy,Valid
16/02/2022 06:00,6,172.3,171,ug/m3,223,Very Unhealthy,Valid
16/02/2022 07:00,7,170.2,162,ug/m3,221,Very Unhealthy,Valid
16/02/2022 08:00,8,175.1,182,ug/m3,225,Very Unhealthy,Valid
16/02/2022 09:00,9,166.3,147,ug/m3,217,Very Unhealthy,Valid
16/02/2022 10:00,10,137,110,ug/m3,193,Unhealthy,Valid
16/02/2022 11:00,11,127,116,ug/m3,188,Unhealthy,Valid
16/02/2022 12:00,12,108.8,92,ug/m3,179,Unhealthy,Valid
16/02/2022 13:00,13,96.4,84,ug/m3,172,Unhealthy,Valid
16/02/2022 14:00,14,94.1,92,ug/m3,171,Unhealthy,Valid
16/02/2022 15:00,15,91.5,89,ug/m3,170,Unhealthy,Valid
16/02/2022 16:00,16,89.7,88,ug/m3,169,Unhealthy,Valid
16/02/2022 17:00,17,93.8,98,ug/m3,171,Unhealthy,Valid
16/02/2022 18:00,18,98.9,104,ug/m3,173,Unhealthy,Valid
16/02/2022 19:00,19,105.4,112,ug/m3,177,Unhealthy,Valid
16/02/2022 20:00,20,132.4,162,ug/m3,191,Unhealthy,Valid
16/02/2022 21:00,21,158.3,183,ug/m3,209,Very Unhealthy,Valid
16/02/2022 22:00,22,184.1,210,ug/m3,234,Very Unhealthy,Valid
16/02/2022 23:00,23,193.1,202,ug/m3,243,Very Unhealthy,Valid
17/02/2022 00:00,0,201.5,210,ug/m3,252,Very Unhealthy,Valid
17/02/2022 01:00,1,205.7,210,ug/m3,256,Very Unhealthy,Valid
17/02/2022 02:00,2,216.9,228,ug/m3,267,Very Unhealthy,Valid
17/02/2022 03:00,3,222.9,229,ug/m3,273,Very Unhealthy,Valid
17/02/2022 04:00,4,226.5,230,ug/m3,276,Very Unhealthy,Valid
17/02/2022 05:00,5,230.7,235,ug/m3,280,Very Unhealthy,Valid
17/02/2022 06:00,6,231.9,233,ug/m3,282,Very Unhealthy,Valid
17/02/2022 07:00,7,229,231,ug/m3,279,Very Unhealthy,Valid
17/02/2022 08:00,8,227.7,230,ug/m3,278,Very Unhealthy,Valid
17/02/2022 09:00,9,221.4,196,ug/m3,271,Very Unhealthy,Valid
17/02/2022 10:00,10,205.3,169,ug/m3,255,Very Unhealthy,Valid
17/02/2022 11:00,11,195.5,171,ug/m3,246,Very Unhealthy,Valid
17/02/2022 12:00,12,159.8,130,ug/m3,210,Very Unhealthy,Valid
17/02/2022 13:00,13,136.9,118,ug/m3,193,Unhealthy,Valid
17/02/2022 14:00,14,122.3,108,ug/m3,185,Unhealthy,Valid
17/02/2022 15:00,15,115.1,108,ug/m3,182,Unhealthy,Valid
17/02/2022 16:00,16,112.5,110,ug/m3,180,Unhealthy,Valid
17/02/2022 17:00,17,108.2,104,ug/m3,178,Unhealthy,Valid
17/02/2022 18:00,18,99.1,90,ug/m3,174,Unhealthy,Valid
17/02/2022 19:00,19,121,143,ug/m3,185,Unhealthy,Valid
17/02/2022 20:00,20,142,163,ug/m3,196,Unhealthy,Valid
17/02/2022 21:00,21,159.6,178,ug/m3,210,Very Unhealthy,Valid
17/02/2022 22:00,22,182.5,205,ug/m3,233,Very Unhealthy,Valid
17/02/2022 23:00,23,205.2,228,ug/m3,255,Very Unhealthy,Valid
18/02/2022 00:00,0,205.1,205,ug/m3,255,Very Unhealthy,Valid
18/02/2022 01:00,1,194,183,ug/m3,244,Very Unhealthy,Valid
18/02/2022 02:00,2,192.5,191,ug/m3,243,Very Unhealthy,Valid
18/02/2022 03:00,3,185.2,178,ug/m3,235,Very Unhealthy,Valid
18/02/2022 04:00,4,189.1,193,ug/m3,239,Very Unhealthy,Valid
18/02/2022 05:00,5,191,193,ug/m3,241,Very Unhealthy,Valid
18/02/2022 06:00,6,198,210,ug/m3,248,Very Unhealthy,Valid
18/02/2022 07:00,7,194.5,189,ug/m3,245,Very Unhealthy,Valid
18/02/2022 08:00,8,181.4,154,ug/m3,232,Very Unhealthy,Valid
18/02/2022 09:00,9,178.6,173,ug/m3,229,Very Unhealthy,Valid
18/02/2022 10:00,10,164.9,144,ug/m3,215,Very Unhealthy,Valid
18/02/2022 11:00,11,155.7,137,ug/m3,206,Very Unhealthy,Valid
18/02/2022 12:00,12,121.4,95,ug/m3,185,Unhealthy,Valid
18/02/2022 13:00,13,92.2,63,ug/m3,170,Unhealthy,Valid
18/02/2022 14:00,14,73,54,ug/m3,160,Unhealthy,Valid
18/02/2022 15:00,15,63.5,54,ug/m3,155,Unhealthy,Valid
18/02/2022 16:00,16,58.7,54,ug/m3,153,Unhealthy,Valid
18/02/2022 17:00,17,59.3,60,ug/m3,153,Unhealthy,Valid
18/02/2022 18:00,18,64.1,69,ug/m3,155,Unhealthy,Valid
18/02/2022 19:00,19,73,82,ug/m3,160,Unhealthy,Valid
18/02/2022 20:00,20,109,145,ug/m3,179,Unhealthy,Valid
18/02/2022 21:00,21,131.5,154,ug/m3,190,Unhealthy,Valid
18/02/2022 22:00,22,169.2,207,ug/m3,220,Very Unhealthy,Valid
18/02/2022 23:00,23,194.6,220,ug/m3,245,Very Unhealthy,Valid
19/02/2022 00:00,0,184.8,175,ug/m3,235,Very Unhealthy,Valid
19/02/2022 01:00,1,182.4,180,ug/m3,233,Very Unhealthy,Valid
19/02/2022 02:00,2,187.2,192,ug/m3,237,Very Unhealthy,Valid
19/02/2022 03:00,3,168.6,150,ug/m3,219,Very Unhealthy,Valid
19/02/2022 04:00,4,163.3,158,ug/m3,214,Very Unhealthy,Valid
19/02/2022 05:00,5,161.1,159,ug/m3,212,Very Unhealthy,Valid
19/02/2022 06:00,6,161.5,162,ug/m3,212,Very Unhealthy,Valid
19/02/2022 07:00,7,165,167,ug/m3,215,Very Unhealthy,Valid
19/02/2022 08:00,8,196.4,246,ug/m3,246,Very Unhealthy,Valid
19/02/2022 09:00,9,181,157,ug/m3,231,Very Unhealthy,Valid
19/02/2022 10:00,10,164,141,ug/m3,214,Very Unhealthy,Valid
19/02/2022 11:00,11,118.9,77,ug/m3,184,Unhealthy,Valid
19/02/2022 12:00,12,94.4,70,ug/m3,171,Unhealthy,Valid
19/02/2022 13:00,13,83.7,73,ug/m3,166,Unhealthy,Valid
19/02/2022 14:00,14,79.3,75,ug/m3,163,Unhealthy,Valid
19/02/2022 15:00,15,71.1,63,ug/m3,159,Unhealthy,Valid
19/02/2022 16:00,16,68,65,ug/m3,157,Unhealthy,Valid
19/02/2022 17:00,17,63.5,59,ug/m3,155,Unhealthy,Valid
19/02/2022 18:00,18,59.7,56,ug/m3,153,Unhealthy,Valid
19/02/2022 19:00,19,69.8,80,ug/m3,158,Unhealthy,Valid
19/02/2022 20:00,20,90.9,112,ug/m3,169,Unhealthy,Valid
19/02/2022 21:00,21,117.9,145,ug/m3,183,Unhealthy,Valid
19/02/2022 22:00,22,180.4,243,ug/m3,231,Very Unhealthy,Valid
19/02/2022 23:00,23,207.2,234,ug/m3,257,Very Unhealthy,Valid
20/02/2022 00:00,0,237.6,268,ug/m3,287,Very Unhealthy,Valid
20/02/2022 01:00,1,218.8,200,ug/m3,269,Very Unhealthy,Valid
20/02/2022 02:00,2,211.4,204,ug/m3,261,Very Unhealthy,Valid
20/02/2022 03:00,3,215.7,220,ug/m3,266,Very Unhealthy,Valid
20/02/2022 04:00,4,203.3,191,ug/m3,253,Very Unhealthy,Valid
20/02/2022 05:00,5,184.2,165,ug/m3,234,Very Unhealthy,Valid
20/02/2022 06:00,6,174.1,164,ug/m3,224,Very Unhealthy,Valid
20/02/2022 07:00,7,181,188,ug/m3,231,Very Unhealthy,Valid
20/02/2022 08:00,8,169.3,155,ug/m3,220,Very Unhealthy,Valid
20/02/2022 09:00,9,168.7,166,ug/m3,219,Very Unhealthy,Valid
20/02/2022 10:00,10,142.9,119,ug/m3,196,Unhealthy,Valid
20/02/2022 11:00,11,120.4,98,ug/m3,185,Unhealthy,Valid
20/02/2022 12:00,12,106.2,92,ug/m3,177,Unhealthy,Valid
20/02/2022 13:00,13,95.5,85,ug/m3,172,Unhealthy,Valid
