"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2020-07-04 09:00:00",3.2,2.94,1.05
"2020-07-04 10:00:00",1.47,2.3,0.96
"2020-07-04 11:00:00",1.77,1.48,0.57
"2020-07-04 12:00:00",2.16,1.47,0.72
"2020-07-04 13:00:00",2.67,2.2,0.82
"2020-07-04 14:00:00",2.59,2.53,1.1
"2020-07-04 15:00:00",1.46,2.96,1.37
"2020-07-04 16:00:00",2.37,4.07,1.81
"2020-07-04 17:00:00",5.1,4.65,2.15
"2020-07-04 18:00:00",2.19,4.42,2.51
"2020-07-04 19:00:00",1.34,3.72,2.02
"2020-07-04 20:00:00",1.53,3.77,1.99
"2020-07-04 21:00:00",0.76,4.9,2.44
"2020-07-04 22:00:00",-0.38,3.03,1.3
"2020-07-04 23:00:00",-0.82,2.22,0.85
"2020-07-05 00:00:00",-0.69,1.83,0.65
"2020-07-05 01:00:00",-0.97,3.67,1.37
"2020-07-05 02:00:00",-0.24,4.92,2.25
"2020-07-05 03:00:00",1.94,5.06,2.37
"2020-07-05 04:00:00",1.12,5.02,1.94
"2020-07-05 05:00:00",0.87,5.53,2.26
"2020-07-05 06:00:00",1.68,8.17,3.1
"2020-07-05 07:00:00",-0.7,8.37,3.7
"2020-07-05 08:00:00",-1.24,10.6,4.97
"2020-07-05 09:00:00",-1.16,10.03,4.71
"2020-07-05 10:00:00",-1.04,8.76,4.35
"2020-07-05 11:00:00",-0.51,8.52,3.85
"2020-07-05 12:00:00",-0.65,6.42,3.28
"2020-07-05 13:00:00",-0.41,8.27,4.35
"2020-07-05 14:00:00",0.01,14.34,6.89
"2020-07-05 15:00:00",-0.01,14.13,6.62
"2020-07-05 16:00:00",-0.19,12.92,6.8
"2020-07-05 17:00:00",0.87,12.57,6.75
"2020-07-05 18:00:00",-0.07,13.3,7.48
"2020-07-05 19:00:00",-0.24,12.72,6.75
"2020-07-05 20:00:00",-0.07,9.48,4.84
"2020-07-05 21:00:00",-0.1,8.37,5.25
"2020-07-05 22:00:00",0.19,8.49,5.28
"2020-07-05 23:00:00",-0.65,12.82,7.49
"2020-07-06 00:00:00",-0.83,8.93,5.32
"2020-07-06 01:00:00",1.01,9.06,4.93
"2020-07-06 02:00:00",4.83,8.77,4.8
"2020-07-06 03:00:00",1.69,7,3.9
"2020-07-06 04:00:00",4.55,9,4.66
"2020-07-06 05:00:00",0.22,10.14,5.16
"2020-07-06 06:00:00",3.74,10.1,5.04
"2020-07-06 07:00:00",1.4,11.08,5.3
"2020-07-06 08:00:00",3.31,11.87,5.42
"2020-07-06 09:00:00",3.78,9.27,5.1
"2020-07-06 10:00:00",3.18,8.41,4.46
"2020-07-06 11:00:00",1.06,8.64,4.46
"2020-07-06 12:00:00",3.49,8.78,4.53
"2020-07-06 13:00:00",4.79,9.92,4.55
"2020-07-06 14:00:00",2.17,8.53,4.35
"2020-07-06 15:00:00",1.73,9.11,4.1
"2020-07-06 16:00:00",3.04,6.89,3.32
"2020-07-06 17:00:00",4.27,7.94,3.91
"2020-07-06 18:00:00",3.46,8.53,4.07
"2020-07-06 19:00:00",3.84,8.5,4.82
"2020-07-06 20:00:00",7.39,9.34,4.57
"2020-07-06 21:00:00",4.66,10.51,5.02
"2020-07-06 22:00:00",6.68,8.9,4.67
"2020-07-06 23:00:00",7.86,7.02,3.44
"2020-07-07 00:00:00",18.55,8.86,4.67
"2020-07-07 01:00:00",12.28,12.37,6.17
"2020-07-07 02:00:00",3.02,10.02,4.94
"2020-07-07 03:00:00",0.27,10.59,5.28
"2020-07-07 04:00:00",1.49,11.23,5.32
"2020-07-07 05:00:00",0.81,10.14,5.04
"2020-07-07 06:00:00",2.23,9.68,5.09
"2020-07-07 07:00:00",8.31,8.89,4.98
"2020-07-07 08:00:00",15.13,8.47,5.07
"2020-07-07 09:00:00",13.12,8.63,4.88
"2020-07-07 10:00:00",16.75,9.32,4.3
"2020-07-07 11:00:00",12.94,9.63,4.96
"2020-07-07 12:00:00",9.72,5.64,3.6
"2020-07-07 13:00:00",13.85,6.23,3.8
"2020-07-07 14:00:00",13.78,4.45,3.1
"2020-07-07 15:00:00",12.47,2.92,1.99
"2020-07-07 16:00:00",14.6,3.2,1.88
"2020-07-07 17:00:00",19.67,4.05,2.59
"2020-07-07 18:00:00",26.42,3.7,2.86
"2020-07-07 19:00:00",5.98,3.88,2.32
"2020-07-07 20:00:00",5.19,3.58,1.76
"2020-07-07 21:00:00",4.14,3.8,1.88
"2020-07-07 22:00:00",6.58,4.64,2.45
"2020-07-07 23:00:00",7.82,2.48,1.66
"2020-07-08 00:00:00",5.31,2.5,1.36
"2020-07-08 01:00:00",2.54,5.21,3.32
"2020-07-08 02:00:00",0.99,2.47,1.31
"2020-07-08 03:00:00",0.07,0.92,0.42
"2020-07-08 04:00:00",-0.03,1.56,0.77
"2020-07-08 05:00:00",0.86,1.83,1.01
"2020-07-08 06:00:00",3.19,2.42,1.51
"2020-07-08 07:00:00",8.05,3.21,2.23
"2020-07-08 08:00:00",15.48,3.75,2.57
"2020-07-08 09:00:00",13.43,4.64,3.08
"2020-07-08 10:00:00",13.79,6.14,3.73
"2020-07-08 11:00:00",12.93,5.39,3.35
"2020-07-08 12:00:00",11.81,5.36,3.21
"2020-07-08 13:00:00",6.86,5.83,3.27
"2020-07-08 14:00:00",10.44,6.93,4.14
"2020-07-08 15:00:00",11.81,6.31,4.12
"2020-07-08 16:00:00",10.35,4.34,2.92
"2020-07-08 17:00:00",11.06,3.69,2.43
"2020-07-08 18:00:00",11.3,3.04,2.4
"2020-07-08 19:00:00",11.27,3.43,2.75
"2020-07-08 20:00:00",11.58,3.21,2.48
"2020-07-08 21:00:00",6.23,2.52,2.03
"2020-07-08 22:00:00",16.16,2.78,2.33
"2020-07-08 23:00:00",13.63,2.69,1.97
"2020-07-09 00:00:00",8.47,2.51,1.92
"2020-07-09 01:00:00",7.99,2.31,1.89
"2020-07-09 02:00:00",6.24,2.31,1.75
"2020-07-09 03:00:00",3.98,1.81,1.28
"2020-07-09 04:00:00",4.16,4.47,3.38
"2020-07-09 05:00:00",2.44,3.37,2.5
"2020-07-09 06:00:00",2.65,1.44,0.73
"2020-07-09 07:00:00",6.14,5.49,3.47
"2020-07-09 08:00:00",11.67,8.08,5.38
"2020-07-09 09:00:00",9.9,7.05,4.6
"2020-07-09 10:00:00",8.41,7.26,4.61
"2020-07-09 11:00:00",7.94,8.08,4.96
"2020-07-09 12:00:00",8.78,8.32,4.93
"2020-07-09 13:00:00",10.62,10.35,5.57
"2020-07-09 14:00:00",14.26,9.31,5.64
"2020-07-09 15:00:00",11.5,10.29,5.45
"2020-07-09 16:00:00",9.61,10,4.88
"2020-07-09 17:00:00",10.6,9.9,4.42
"2020-07-09 18:00:00",9.42,8.24,3.92
"2020-07-09 19:00:00",10.99,8.81,4.22
"2020-07-09 20:00:00",17.62,9.16,5.17
"2020-07-09 21:00:00",13.9,4.62,2.1
"2020-07-09 22:00:00",6.73,5.19,2.09
"2020-07-09 23:00:00",5.54,3.85,1.9
"2020-07-10 00:00:00",5.18,4.52,2.28
"2020-07-10 01:00:00",3.7,4.46,2
"2020-07-10 02:00:00",3.12,3.82,1.92
"2020-07-10 03:00:00",3.23,4.27,1.85
"2020-07-10 04:00:00",3.78,4.25,1.86
"2020-07-10 05:00:00",3.8,5.62,2.38
"2020-07-10 06:00:00",6.45,5.85,2.37
"2020-07-10 07:00:00",8.21,7.21,3.24
"2020-07-10 08:00:00",8.27,4.46,1.77
"2020-07-10 09:00:00",4.28,4.2,1.52
"2020-07-10 10:00:00",3.01,4.22,1.5
"2020-07-10 11:00:00",3.3,3.14,1.34
"2020-07-10 12:00:00",3.55,3.21,1.45
"2020-07-10 13:00:00",4.24,4.58,1.6
"2020-07-10 14:00:00",3.51,4.38,1.51
"2020-07-10 15:00:00",4.16,4.48,1.5
"2020-07-10 16:00:00",3.15,3.17,1.51
"2020-07-10 17:00:00",3.88,3.89,1.71
"2020-07-10 18:00:00",4.24,4.21,1.96
"2020-07-10 19:00:00",4.08,3.44,1.48
"2020-07-10 20:00:00",7.96,3.02,1.65
"2020-07-10 21:00:00",7.51,3.59,2.39
"2020-07-10 22:00:00",8.41,4.68,2.74
"2020-07-10 23:00:00",9.04,5.6,3.08
"2020-07-11 00:00:00",6.7,6.09,3.63
"2020-07-11 01:00:00",8.39,5.71,3.46
"2020-07-11 02:00:00",7.67,6.76,4.02
"2020-07-11 03:00:00",12.28,7.54,4.55
"2020-07-11 04:00:00",18.57,8.18,4.58
"2020-07-11 05:00:00",4.44,8.19,4.14
"2020-07-11 06:00:00",4.67,7.28,3.93
"2020-07-11 07:00:00",5.53,7.2,3.61
"2020-07-11 08:00:00",6.65,5.87,3.07
"2020-07-11 09:00:00",4.67,4.77,2.5
"2020-07-11 10:00:00",2.72,4.08,1.99
"2020-07-11 11:00:00",1.91,3.41,1.76
"2020-07-11 12:00:00",2.15,2.69,1.68
"2020-07-11 13:00:00",2.27,3.61,1.82
"2020-07-11 14:00:00",2.12,4.09,1.87
"2020-07-11 15:00:00",2.34,3.8,2.05
"2020-07-11 16:00:00",2.73,4.41,2.88
"2020-07-11 17:00:00",2.29,4.84,3.04
"2020-07-11 18:00:00",2.52,4.2,2.76
"2020-07-11 19:00:00",4.58,5.25,3.02
"2020-07-11 20:00:00",4.96,6.03,3.64
"2020-07-11 21:00:00",6.69,6.91,4.43
"2020-07-11 22:00:00",15.21,8.91,5.56
"2020-07-11 23:00:00",19.01,11.31,8.02
"2020-07-12 00:00:00",10.68,10.58,6.85
"2020-07-12 01:00:00",3.01,10.15,5.35
"2020-07-12 02:00:00",3.09,4.94,2.72
"2020-07-12 03:00:00",2.85,4.85,2.51
"2020-07-12 04:00:00",2.92,4.61,2.58
"2020-07-12 05:00:00",3.68,4.95,2.27
"2020-07-12 06:00:00",3.04,4.78,2.27
"2020-07-12 07:00:00",2.52,5.09,2.54
"2020-07-12 08:00:00",2.33,4.22,2.08
"2020-07-12 09:00:00",2.37,3.56,1.92
"2020-07-12 10:00:00",1.34,4.28,1.99
"2020-07-12 11:00:00",1.65,4.41,2.01
"2020-07-12 12:00:00",1.72,4.82,2.19
"2020-07-12 13:00:00",2.51,5.11,2.65
"2020-07-12 14:00:00",2.01,4.47,2.25
"2020-07-12 15:00:00",2.12,4.82,2.31
"2020-07-12 16:00:00",2.41,4.94,2.34
"2020-07-12 17:00:00",3.31,8.17,4.38
"2020-07-12 18:00:00",2.71,7.67,4.15
"2020-07-12 19:00:00",3.87,6.71,3.42
"2020-07-12 20:00:00",4.18,7.76,4.45
"2020-07-12 21:00:00",5.25,5.77,2.69
"2020-07-12 22:00:00",5.38,5.07,2.51
"2020-07-12 23:00:00",3.07,4.62,2.42
"2020-07-13 00:00:00",2.67,3.85,2.18
"2020-07-13 01:00:00",1.57,3.61,1.91
"2020-07-13 02:00:00",1.11,2.52,1.5
"2020-07-13 03:00:00",0.8,2.71,1.45
"2020-07-13 04:00:00",0.94,2.98,1.51
"2020-07-13 05:00:00",0.86,2.94,1.47
"2020-07-13 06:00:00",1.91,2.8,1.53
"2020-07-13 07:00:00",3.97,3.25,1.63
"2020-07-13 08:00:00",7.9,3.85,1.89
"2020-07-13 09:00:00",9.42,4.36,1.86
"2020-07-13 10:00:00",4.54,2.4,1.33
"2020-07-13 11:00:00",3,3.76,2.29
"2020-07-13 12:00:00",3.23,4.63,2.74
"2020-07-13 13:00:00",2.32,3.78,2.04
"2020-07-13 14:00:00",2.21,4.41,2.4
"2020-07-13 15:00:00",3.28,4.77,2.84
"2020-07-13 16:00:00",3.77,4.59,2.59
"2020-07-13 17:00:00",2.75,4.95,2.74
"2020-07-13 18:00:00",5.86,6.3,3.33
"2020-07-13 19:00:00",8.43,5.87,3.78
"2020-07-13 20:00:00",7.19,4.84,3.33
"2020-07-13 21:00:00",5.68,4.69,3.16
"2020-07-13 22:00:00",5.22,3.1,1.88
"2020-07-13 23:00:00",4.17,3.13,2.01
"2020-07-14 00:00:00",3.26,4.22,2.84
"2020-07-14 01:00:00",3.5,11.49,8.44
"2020-07-14 02:00:00",2.96,4.4,2.48
"2020-07-14 03:00:00",1.28,3.8,2.04
"2020-07-14 04:00:00",1.24,3.7,1.97
"2020-07-14 05:00:00",1.32,3.31,1.78
"2020-07-14 06:00:00",2.56,3.34,1.69
"2020-07-14 07:00:00",5.14,5.42,2.05
"2020-07-14 08:00:00",8.03,5.96,2.47
"2020-07-14 09:00:00",7.79,5.66,2.32
"2020-07-14 10:00:00",5.67,5.29,1.95
"2020-07-14 11:00:00",4.48,4.82,2.02
"2020-07-14 12:00:00",4.01,6.04,2.28
"2020-07-14 13:00:00",5.46,4.67,2.3
"2020-07-14 14:00:00",6.71,3.6,2.41
"2020-07-14 15:00:00",7.03,3.57,2.25
"2020-07-14 16:00:00",7.48,3.39,2.52
"2020-07-14 17:00:00",12.1,4.02,3
"2020-07-14 18:00:00",11.79,6.32,4.29
"2020-07-14 19:00:00",6.88,7.42,4.77
"2020-07-14 20:00:00",5.55,8.31,5.3
"2020-07-14 21:00:00",4.46,9.99,6.37
"2020-07-14 22:00:00",7.05,11.41,7.24
"2020-07-14 23:00:00",10.4,11.61,7.45
"2020-07-15 00:00:00",12.26,10.18,6.31
"2020-07-15 01:00:00",7.43,9.53,5.69
"2020-07-15 02:00:00",0.7,5.37,3.22
"2020-07-15 03:00:00",0.57,5.59,2.97
"2020-07-15 04:00:00",5.75,5.82,3.28
"2020-07-15 05:00:00",8.76,6.52,3.53
"2020-07-15 06:00:00",3.58,7.55,4.12
"2020-07-15 07:00:00",7.5,12.19,6.13
"2020-07-15 08:00:00",8.6,9.06,5.65
"2020-07-15 09:00:00",6.24,9.49,5.96
"2020-07-15 10:00:00",5.75,12.04,6.49
"2020-07-15 11:00:00",5,8.48,4.13
"2020-07-15 12:00:00",3.24,5.73,3.55
"2020-07-15 13:00:00",5.69,9.32,5.05
"2020-07-15 14:00:00",4.49,8.63,5.16
"2020-07-15 15:00:00",4.97,10.56,6.19
"2020-07-15 16:00:00",5.89,9.19,4.85
"2020-07-15 17:00:00",5.54,7.37,3.69
"2020-07-15 18:00:00",7.02,6.26,2.88
"2020-07-15 19:00:00",5.54,5.69,3.25
"2020-07-15 20:00:00",6.56,6,3.43
"2020-07-15 21:00:00",7.68,5.65,3.02
"2020-07-15 22:00:00",7.69,4.73,2.66
"2020-07-15 23:00:00",3.91,4.67,2.62
"2020-07-16 00:00:00",2.36,3.81,1.97
"2020-07-16 01:00:00",1.12,2.27,1.47
"2020-07-16 02:00:00",1.21,2.63,1.42
"2020-07-16 03:00:00",10.15,2.77,1.75
"2020-07-16 04:00:00",0.8,2.73,1.46
"2020-07-16 05:00:00",1.28,2.53,1.15
"2020-07-16 06:00:00",5.42,2.5,1.29
"2020-07-16 07:00:00",6.95,2.74,1.3
"2020-07-16 08:00:00",9.51,3.36,1.27
"2020-07-16 09:00:00",5.42,3.51,1.35
"2020-07-16 10:00:00",5.75,4.42,1.65
"2020-07-16 11:00:00",5.67,4.44,1.65
"2020-07-16 12:00:00",3.41,6.17,2.39
"2020-07-16 13:00:00",2.08,10.86,3.69
"2020-07-16 14:00:00",2.19,14.21,4.76
"2020-07-16 15:00:00",2.17,15.99,5.11
"2020-07-16 16:00:00",2.02,17.97,5.68
"2020-07-16 17:00:00",2.87,16.34,4.95
"2020-07-16 18:00:00",2.73,12.51,3.95
"2020-07-16 19:00:00",2.72,11.84,3.9
"2020-07-16 20:00:00",6.25,10.07,3.9
"2020-07-16 21:00:00",9.19,10.26,4.37
"2020-07-16 22:00:00",8.43,9.95,4.35
"2020-07-16 23:00:00",4.67,9.65,3.85
"2020-07-17 00:00:00",6.72,10.75,5.83
"2020-07-17 01:00:00",17.01,10.16,4.61
"2020-07-17 02:00:00",3.44,17.14,10.24
"2020-07-17 03:00:00",0.72,6.73,3.87
"2020-07-17 04:00:00",0.95,6.75,3.59
"2020-07-17 05:00:00",1.11,6.21,3.68
"2020-07-17 06:00:00",1.65,6.93,3.99
"2020-07-17 07:00:00",3.83,6.35,3.49
"2020-07-17 08:00:00",5.19,7.34,2.85
"2020-07-17 09:00:00",6.09,8.34,2.75
"2020-07-17 10:00:00",6.39,8.91,2.82
"2020-07-17 11:00:00",4.69,7.19,2.69
"2020-07-17 12:00:00",5.16,12.29,3.57
"2020-07-17 13:00:00",4.6,92.35,40.83
"2020-07-17 14:00:00",4.52,10.83,4.31
"2020-07-17 15:00:00",5.96,7.71,2.85
"2020-07-17 16:00:00",4.43,5.02,1.94
"2020-07-17 17:00:00",4.59,3.67,1.73
"2020-07-17 18:00:00",4.35,3.99,1.95
"2020-07-17 19:00:00",4.78,5.13,2.26
"2020-07-17 20:00:00",4.91,6.14,2.87
"2020-07-17 21:00:00",4.04,7.01,3.38
"2020-07-17 22:00:00",8.42,7.63,4.37
"2020-07-17 22:01:00",,,
"2020-07-17 23:01:00",,,
"2020-07-18 00:00:00",1.31,7.55,4.26
"2020-07-18 01:00:00",1.39,6.78,4.31
"2020-07-18 02:00:00",1.06,6.09,3.85
"2020-07-18 03:00:00",0.62,4.72,2.88
"2020-07-18 04:00:00",0.7,3.36,1.98
"2020-07-18 05:00:00",1.11,2.78,1.5
"2020-07-18 06:00:00",3.95,1.99,0.59
"2020-07-18 07:00:00",3.05,2.04,0.56
"2020-07-18 08:00:00",3.73,1.95,0.8
"2020-07-18 09:00:00",8.22,3.23,1.26
"2020-07-18 10:00:00",9.21,2.95,1.41
"2020-07-18 11:00:00",6.08,4.31,2.01
"2020-07-18 12:00:00",4.38,4.56,2.2
"2020-07-18 13:00:00",2.68,5.26,2.66
"2020-07-18 14:00:00",3.33,4.85,2.68
"2020-07-18 15:00:00",2.78,5.11,2.7
"2020-07-18 16:00:00",2.59,5.07,2.83
"2020-07-18 17:00:00",3.23,5.06,2.9
"2020-07-18 18:00:00",2.88,4.91,2.83
"2020-07-18 19:00:00",3.48,5.29,2.83
"2020-07-18 20:00:00",4.65,5.07,2.71
"2020-07-18 21:00:00",5.62,4.82,2.68
"2020-07-18 22:00:00",8.05,7.79,3.96
"2020-07-18 23:00:00",8.95,8.37,4.57
"2020-07-19 00:00:00",3.57,11.42,6.23
"2020-07-19 01:00:00",4.15,12.87,6.25
"2020-07-19 02:00:00",4.06,12.99,6.95
"2020-07-19 03:00:00",5.22,15.39,8.37
"2020-07-19 04:00:00",6.49,15.98,8.21
"2020-07-19 05:00:00",9.8,14.39,7.14
"2020-07-19 06:00:00",11.94,15.9,7.68
"2020-07-19 07:00:00",13.87,15.4,7.53
"2020-07-19 08:00:00",3.98,14.67,7.31
"2020-07-19 09:00:00",2.42,14.06,7.3
"2020-07-19 10:00:00",1.82,13.86,7.06
"2020-07-19 11:00:00",1.48,11.99,6.02
"2020-07-19 12:00:00",1.36,9.65,5.09
"2020-07-19 13:00:00",1.55,7.38,3.96
"2020-07-19 14:00:00",1.51,8.04,4.06
"2020-07-19 15:00:00",1.54,7.03,3.53
"2020-07-19 16:00:00",1.75,6.34,3.33
"2020-07-19 17:00:00",1.97,5.9,3.01
"2020-07-19 18:00:00",1.54,4.52,2.42
"2020-07-19 19:00:00",1.75,3.65,1.9
"2020-07-19 20:00:00",3.38,5.03,2.48
"2020-07-19 21:00:00",4.37,4.6,2.31
"2020-07-19 22:00:00",6.21,4.98,2.52
"2020-07-19 23:00:00",14.29,5.82,3.08
"2020-07-20 00:00:00",10.83,6.38,3.54
"2020-07-20 01:00:00",8.32,6.4,3.75
"2020-07-20 02:00:00",6.16,6.64,3.28
"2020-07-20 03:00:00",4.25,8.1,4.85
"2020-07-20 04:00:00",11.96,12,8.25
"2020-07-20 05:00:00",18.66,11.1,7.71
"2020-07-20 06:00:00",13.78,15.12,10.52
"2020-07-20 07:00:00",19.29,7.79,3.76
"2020-07-20 08:00:00",12.5,7.38,3.45
"2020-07-20 09:00:00",9.85,8.66,3.84
"2020-07-20 10:00:00",6.68,8.64,3.9
"2020-07-20 11:00:00",4.08,7.08,3.03
"2020-07-20 12:00:00",2.68,5.68,2.49
"2020-07-20 13:00:00",2.73,6.6,2.48
"2020-07-20 14:00:00",3.01,4.61,2.23
"2020-07-20 15:00:00",3.82,7.12,3.01
"2020-07-20 16:00:00",4.74,17.78,13.14
"2020-07-20 17:00:00",3.83,5.57,2.92
"2020-07-20 18:00:00",4,6.29,3.02
"2020-07-20 19:00:00",3.96,5.97,2.79
"2020-07-20 20:00:00",7.3,5.98,2.57
"2020-07-20 21:00:00",23.43,8.41,3.83
"2020-07-20 22:00:00",28.9,9.31,5.08
"2020-07-20 23:00:00",23.7,11.65,7
"2020-07-21 00:00:00",35.76,11.48,6.74
"2020-07-21 01:00:00",32.7,12.17,6.58
"2020-07-21 02:00:00",22.96,16.3,10.32
"2020-07-21 03:00:00",18.53,15.45,10.04
"2020-07-21 04:00:00",18.37,14.44,9.57
"2020-07-21 05:00:00",13.65,9.89,6.3
"2020-07-21 06:00:00",16.47,8.45,4.86
"2020-07-21 07:00:00",19.5,9.54,4.75
"2020-07-21 08:00:00",22.01,8.37,4.27
"2020-07-21 09:00:00",22.87,11.89,4.33
"2020-07-21 10:00:00",13.06,10.95,3.55
"2020-07-21 11:00:00",8.76,8.25,2.85
"2020-07-21 12:00:00",6.12,8.83,3.03
"2020-07-21 13:00:00",8.6,9.83,3.39
"2020-07-21 14:00:00",16.58,10.61,3.93
"2020-07-21 15:00:00",7.77,9.67,3.41
"2020-07-21 16:00:00",7.44,8.93,3.13
"2020-07-21 17:00:00",7.57,8.25,3.11
"2020-07-21 18:00:00",8.27,8.25,3.29
"2020-07-21 19:00:00",8.5,8.96,3.89
"2020-07-21 20:00:00",12.13,9.77,4.87
"2020-07-21 21:00:00",21.67,10.61,6.01
"2020-07-21 22:00:00",28.79,11.87,6.8
"2020-07-21 23:00:00",22.08,14.88,7.63
"2020-07-22 00:00:00",9.17,11.31,5.26
"2020-07-22 01:00:00",4.87,10.24,4.25
"2020-07-22 02:00:00",7.42,9.86,4.25
"2020-07-22 03:00:00",3.98,6.6,3.28
"2020-07-22 04:00:00",4.13,6.32,3.25
"2020-07-22 05:00:00",4.61,6.64,3.43
"2020-07-22 06:00:00",6.76,6.88,3.84
"2020-07-22 07:00:00",15.41,6.97,4
