"Date and Time","NO<sub>2</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2021-02-10 16:00:00",17.37,11.48,6.82
"2021-02-10 17:00:00",23.91,13.82,8.66
"2021-02-10 18:00:00",21.35,12.48,8.52
"2021-02-10 19:00:00",24.25,13.97,10.29
"2021-02-10 20:00:00",20.54,11.88,8.96
"2021-02-10 21:00:00",14.66,15.61,11.23
"2021-02-10 21:01:00",,,
"2021-02-10 22:01:00",,,
"2021-02-11 00:00:00",6.98,9.13,6.42
"2021-02-11 01:00:00",3.64,6.01,3.79
"2021-02-11 02:00:00",2.63,5.69,3.3
"2021-02-11 03:00:00",2.49,7.43,3.81
"2021-02-11 04:00:00",2.47,7.66,4.34
"2021-02-11 05:00:00",3.95,7.33,4.13
"2021-02-11 06:00:00",4.2,6.94,3.86
"2021-02-11 07:00:00",5.31,6.9,3.71
"2021-02-11 08:00:00",7.22,8.33,4.21
"2021-02-11 09:00:00",9.49,9.73,5.32
"2021-02-11 10:00:00",10.86,11.95,5.79
"2021-02-11 11:00:00",10.19,12.04,6.02
"2021-02-11 12:00:00",9.07,12.01,5.96
"2021-02-11 13:00:00",10.39,11.53,6.12
"2021-02-11 14:00:00",10.84,13.02,7.9
"2021-02-11 15:00:00",13.92,16.75,10.02
"2021-02-11 16:00:00",15.9,19.05,14.28
"2021-02-11 17:00:00",15.6,21.2,15.37
"2021-02-11 18:00:00",17.58,24.73,19.36
"2021-02-11 19:00:00",16.09,24.31,19.1
"2021-02-11 20:00:00",13.99,25.44,20.38
"2021-02-11 21:00:00",13.54,25.58,20.42
"2021-02-11 22:00:00",11.86,22.94,17.67
"2021-02-11 23:00:00",11.03,21.94,15.99
"2021-02-12 00:00:00",9.55,20.37,15.11
"2021-02-12 01:00:00",8.66,21.46,16.1
"2021-02-12 02:00:00",9.71,25.83,19.13
"2021-02-12 03:00:00",9.46,24.81,18.76
"2021-02-12 04:00:00",8.98,24.43,18.73
"2021-02-12 05:00:00",9.15,24.69,19.56
"2021-02-12 06:00:00",9.72,25.13,19.6
"2021-02-12 07:00:00",11.93,23.28,18.62
"2021-02-12 08:00:00",14.94,22.18,17.56
"2021-02-12 09:00:00",16.25,24.34,17.38
"2021-02-12 10:00:00",14.75,22.45,15.9
"2021-02-12 11:00:00",13.56,18.94,12.35
"2021-02-12 12:00:00",11.62,17.91,10.59
"2021-02-12 13:00:00",10.11,17.61,9.08
"2021-02-12 14:00:00",9.3,18.57,8.77
"2021-02-12 15:00:00",13.31,17,9.22
"2021-02-12 16:00:00",14.34,16.8,9.05
"2021-02-12 17:00:00",15.23,17.65,10.62
"2021-02-12 18:00:00",18.62,23.55,15.66
"2021-02-12 19:00:00",19.03,24.17,17.04
"2021-02-12 20:00:00",15.27,20.83,14.18
"2021-02-12 21:00:00",11.74,20.48,13.31
"2021-02-12 22:00:00",11.71,21.46,14.11
"2021-02-12 23:00:00",10.26,21.93,14.84
"2021-02-13 00:00:00",9.16,24.15,15.62
"2021-02-13 01:00:00",7.36,20.74,13.08
"2021-02-13 02:00:00",7.02,19.45,12.02
"2021-02-13 03:00:00",7.3,20.11,12.93
"2021-02-13 04:00:00",9.54,19.39,13.98
"2021-02-13 05:00:00",11.13,18.07,15.7
"2021-02-13 06:00:00",9.46,18.36,16.34
"2021-02-13 07:00:00",9.16,18.09,16.05
"2021-02-13 08:00:00",8.98,18.97,16.13
"2021-02-13 09:00:00",10.74,14.88,13.15
"2021-02-13 10:00:00",14.61,10.21,9.62
"2021-02-13 11:00:00",14.16,10.17,9.35
"2021-02-13 12:00:00",10.51,9.19,8.37
"2021-02-13 12:01:00",,,
"2021-02-13 13:01:00",,,
"2021-02-13 14:00:00",9.08,18.04,11.52
"2021-02-13 15:00:00",11.28,17.19,12.03
"2021-02-13 16:00:00",9.75,12.49,9.33
"2021-02-13 17:00:00",12.35,10.71,8.52
"2021-02-13 18:00:00",10.35,9.17,7.64
"2021-02-13 19:00:00",8.89,8.81,7.45
"2021-02-13 20:00:00",9.26,11.64,9.36
"2021-02-13 21:00:00",8.42,12.33,9.88
"2021-02-13 22:00:00",8.57,13.38,10.38
"2021-02-13 23:00:00",7.1,18.77,13.29
"2021-02-14 00:00:00",6.54,11.52,8.85
"2021-02-14 01:00:00",6.48,6.36,5.16
"2021-02-14 02:00:00",5.58,5.48,4.57
"2021-02-14 03:00:00",4.51,4.26,3.33
"2021-02-14 04:00:00",3.8,1.99,1.59
"2021-02-14 05:00:00",3.38,2.6,1.94
"2021-02-14 06:00:00",3.21,2.12,1.69
"2021-02-14 07:00:00",3.55,1.28,1.04
"2021-02-14 08:00:00",3.2,0.8,0.55
"2021-02-14 09:00:00",3.56,0.69,0.48
"2021-02-14 10:00:00",4.02,1.03,0.75
"2021-02-14 11:00:00",4.6,1.25,0.87
"2021-02-14 12:00:00",4.62,1.29,0.69
"2021-02-14 13:00:00",6.46,2.17,1.17
"2021-02-14 14:00:00",4.27,2.57,1.7
"2021-02-14 15:00:00",4,8.26,6.25
"2021-02-14 16:00:00",3.78,14.79,9.81
"2021-02-14 17:00:00",4.4,18.59,12.24
"2021-02-14 18:00:00",5.79,21.03,15.06
"2021-02-14 19:00:00",7.14,21.97,14.17
"2021-02-14 20:00:00",6.83,25.82,16.72
"2021-02-14 21:00:00",6.32,24.39,14.45
"2021-02-14 22:00:00",6.39,23.43,13.49
"2021-02-14 23:00:00",6.86,24.55,14.61
"2021-02-15 00:00:00",5.71,22.23,13.43
"2021-02-15 01:00:00",2.04,17.93,10.31
"2021-02-15 02:00:00",3.14,18.43,10.34
"2021-02-15 03:00:00",2.16,18.32,10.08
"2021-02-15 04:00:00",2.23,18.3,10
"2021-02-15 05:00:00",1.86,17.5,9.51
"2021-02-15 06:00:00",9.98,16.02,8.79
"2021-02-15 07:00:00",12.78,15.89,8.94
"2021-02-15 08:00:00",29.83,16.16,9.76
"2021-02-15 09:00:00",15.1,5.48,3.01
"2021-02-15 10:00:00",9.79,8.87,4.58
"2021-02-15 11:00:00",8.71,11.34,6.95
"2021-02-15 12:00:00",6.76,9.96,6.51
"2021-02-15 13:00:00",5.67,8.75,5.44
"2021-02-15 14:00:00",8.8,10.22,5.23
"2021-02-15 15:00:00",11.36,13.91,6.78
"2021-02-15 16:00:00",12.45,17.75,10.12
"2021-02-15 17:00:00",19.59,20.12,11.57
"2021-02-15 18:00:00",27.71,22.98,14.53
"2021-02-15 19:00:00",12.44,17.78,13.27
"2021-02-15 20:00:00",12.23,14.09,10.75
"2021-02-15 21:00:00",5.89,8.16,5.93
"2021-02-15 22:00:00",5.79,9.74,6.79
"2021-02-15 23:00:00",3.95,9.64,6.77
"2021-02-16 00:00:00",2.03,5.87,4.05
"2021-02-16 01:00:00",3.43,3.24,2.12
"2021-02-16 02:00:00",1.27,11.7,7.12
"2021-02-16 03:00:00",0.62,15.05,8.78
"2021-02-16 04:00:00",1.16,15.31,9.42
"2021-02-16 05:00:00",1.53,17.22,10.27
"2021-02-16 06:00:00",2.63,15.23,8.98
"2021-02-16 07:00:00",5.42,12.58,7.42
"2021-02-16 08:00:00",8.75,12.55,7.16
"2021-02-16 09:00:00",10.93,13.08,7.23
"2021-02-16 10:00:00",8.87,13.75,8.12
"2021-02-16 11:00:00",7.72,12.78,7.23
"2021-02-16 12:00:00",5.92,10.97,6.31
"2021-02-16 13:00:00",7.66,7.72,4.22
"2021-02-16 14:00:00",7.17,7.87,4.05
"2021-02-16 15:00:00",7.53,5.56,2.41
"2021-02-16 16:00:00",9.81,7.25,3.25
"2021-02-16 17:00:00",15.78,8.97,5.08
"2021-02-16 18:00:00",31.29,16.49,10.6
"2021-02-16 19:00:00",32.49,14.62,9.73
"2021-02-16 20:00:00",13.14,11.31,8.43
"2021-02-16 21:00:00",10.53,11.82,7
"2021-02-16 22:00:00",7.63,12.65,7.11
"2021-02-16 23:00:00",9.22,10.7,6.51
"2021-02-17 00:00:00",3.4,6.83,4.11
"2021-02-17 01:00:00",1.36,3.04,1.78
"2021-02-17 02:00:00",1.47,7.18,4.49
"2021-02-17 03:00:00",0.86,8.93,5.88
"2021-02-17 04:00:00",0.72,6.63,4.07
"2021-02-17 05:00:00",0.98,7.45,4.05
"2021-02-17 06:00:00",2.4,8.28,4.66
"2021-02-17 07:00:00",6.56,10.95,5.83
"2021-02-17 08:00:00",14.91,12.95,6.66
"2021-02-17 09:00:00",18.37,16.13,7.61
"2021-02-17 10:00:00",12.98,20.77,10.52
"2021-02-17 11:00:00",9.15,20.33,11.23
"2021-02-17 12:00:00",8.4,17.25,6.9
"2021-02-17 13:00:00",7.65,19.15,7.16
"2021-02-17 14:00:00",7.31,16.14,7.19
"2021-02-17 15:00:00",9.58,20.01,7.63
"2021-02-17 16:00:00",19.9,14.62,7.99
"2021-02-17 17:00:00",21.55,12.99,7.48
"2021-02-17 18:00:00",22.89,9.13,6.34
"2021-02-17 19:00:00",23.76,16.02,12.45
"2021-02-17 20:00:00",17.07,16.14,13.39
"2021-02-17 21:00:00",20,11.88,10.3
"2021-02-17 22:00:00",15.24,14.62,12.06
"2021-02-17 23:00:00",5,2.21,1.81
"2021-02-18 00:00:00",2.12,2.5,1.73
"2021-02-18 01:00:00",0.97,3.76,2.22
"2021-02-18 02:00:00",1.07,2.7,1.45
"2021-02-18 03:00:00",0.9,1.05,0.65
"2021-02-18 04:00:00",1.46,0.65,0.37
"2021-02-18 05:00:00",1.68,2.23,1.14
"2021-02-18 06:00:00",3.83,4.48,2.28
"2021-02-18 07:00:00",9.09,7.61,3.48
"2021-02-18 08:00:00",11.68,8.41,3.52
"2021-02-18 09:00:00",10.39,7.08,3.49
"2021-02-18 10:00:00",8.63,10.27,3.58
"2021-02-18 11:00:00",5.42,68.23,22.19
"2021-02-18 12:00:00",6.49,3.14,1.27
"2021-02-18 13:00:00",6.39,4.63,1.79
"2021-02-18 14:00:00",7.24,3.41,1.91
"2021-02-18 15:00:00",7.54,5.28,2.8
"2021-02-18 16:00:00",8.42,7.13,3.34
"2021-02-18 17:00:00",11.84,7.57,3.47
"2021-02-18 18:00:00",13.06,8.34,4.7
"2021-02-18 19:00:00",10.93,10.54,6.54
"2021-02-18 20:00:00",14.05,16.87,10.6
"2021-02-18 21:00:00",10.99,17.1,10.6
"2021-02-18 21:01:00",,,
"2021-02-18 22:01:00",,,
"2021-02-18 23:00:00",3.86,12.93,7.09
"2021-02-19 00:00:00",3.34,10.82,5.26
"2021-02-19 01:00:00",2.27,9.18,4.54
"2021-02-19 02:00:00",1.79,3.77,2.47
"2021-02-19 03:00:00",1.49,2.46,1.47
"2021-02-19 04:00:00",1.34,1.75,1.04
"2021-02-19 05:00:00",1.81,1.67,0.62
"2021-02-19 06:00:00",2.9,2.2,0.61
"2021-02-19 07:00:00",6.61,1.23,0.53
"2021-02-19 08:00:00",9.82,2.6,0.85
"2021-02-19 09:00:00",14.07,3.74,2.05
"2021-02-19 10:00:00",11.4,2.6,1.31
"2021-02-19 11:00:00",9.97,1.97,0.72
"2021-02-19 12:00:00",9.36,2.49,1.28
"2021-02-19 13:00:00",9.72,2.37,1.14
"2021-02-19 14:00:00",9.8,2.57,1.5
"2021-02-19 15:00:00",12.72,7.13,5.77
"2021-02-19 16:00:00",11.94,2.98,1.93
"2021-02-19 17:00:00",9.44,7.64,5.76
"2021-02-19 18:00:00",11.6,9.38,6.25
"2021-02-19 19:00:00",11.5,16,11.27
"2021-02-19 20:00:00",12.28,19.79,13.16
"2021-02-19 21:00:00",9.52,21.48,15.09
"2021-02-19 22:00:00",5.2,18.95,12.35
"2021-02-19 23:00:00",4.92,19.04,12.51
"2021-02-20 00:00:00",4.42,18.18,11.39
"2021-02-20 01:00:00",3.68,15.1,9.43
"2021-02-20 02:00:00",2.85,15.78,9.62
"2021-02-20 03:00:00",2.73,16.53,10.16
"2021-02-20 04:00:00",4.41,15.7,9.47
"2021-02-20 05:00:00",6.38,18.29,10.75
"2021-02-20 06:00:00",2.42,19.71,12.28
"2021-02-20 07:00:00",4.95,17.87,11.41
"2021-02-20 08:00:00",18.16,13.59,9.36
"2021-02-20 09:00:00",14.21,3.75,2.7
"2021-02-20 10:00:00",7.38,2.24,1.58
"2021-02-20 11:00:00",4.56,5.71,3.19
"2021-02-20 12:00:00",3.79,5.58,3.35
"2021-02-20 13:00:00",3.67,4.64,2.95
"2021-02-20 14:00:00",3.82,3.64,2.11
"2021-02-20 15:00:00",4.83,4.65,2.98
"2021-02-20 16:00:00",5.44,7.82,6.45
"2021-02-20 17:00:00",5.27,6.89,5.92
"2021-02-20 18:00:00",5.9,8.65,6.69
"2021-02-20 19:00:00",5.88,10.22,8.03
"2021-02-20 20:00:00",4.75,7.54,5.28
"2021-02-20 21:00:00",4.84,6.9,4.91
"2021-02-20 22:00:00",4.01,7.19,4.46
"2021-02-20 23:00:00",2.36,9.38,5.27
"2021-02-21 00:00:00",1.1,12,6.25
"2021-02-21 01:00:00",1.59,11.78,6.36
"2021-02-21 02:00:00",1.17,12.95,6.88
"2021-02-21 03:00:00",0.65,16.79,8.41
"2021-02-21 04:00:00",0.19,17.01,8.56
"2021-02-21 05:00:00",0.35,16.29,8.4
"2021-02-21 06:00:00",0.72,14.7,7.29
"2021-02-21 07:00:00",1.51,16.57,8.04
"2021-02-21 08:00:00",3.26,16.33,7.73
"2021-02-21 09:00:00",4.99,16.69,7.66
"2021-02-21 10:00:00",3.22,13.39,6.47
"2021-02-21 11:00:00",2.39,12.06,6.48
"2021-02-21 12:00:00",2,13.33,8.19
"2021-02-21 13:00:00",2.69,11.39,6.84
"2021-02-21 14:00:00",2.77,8.16,4.17
"2021-02-21 15:00:00",3.73,8.71,5.23
"2021-02-21 16:00:00",4.22,7.96,4.3
"2021-02-21 17:00:00",6.68,10.95,7.35
"2021-02-21 18:00:00",12.35,12.16,7.97
"2021-02-21 19:00:00",9.63,11.02,7.32
"2021-02-21 20:00:00",9.6,14.35,8.77
"2021-02-21 21:00:00",9.47,10.9,6.64
"2021-02-21 22:00:00",5.8,9.17,5.42
"2021-02-21 23:00:00",4.28,10.91,7.23
"2021-02-22 00:00:00",3.8,9.96,5.7
"2021-02-22 01:00:00",3.2,11.22,5.84
"2021-02-22 02:00:00",4.39,11.01,5.75
"2021-02-22 03:00:00",3.68,12.09,5.95
"2021-02-22 04:00:00",3.95,12.76,6
"2021-02-22 05:00:00",4.07,11.37,5.24
"2021-02-22 06:00:00",12.72,10.65,4.81
"2021-02-22 07:00:00",34.45,11.92,4.64
"2021-02-22 08:00:00",52.28,14.64,5.21
"2021-02-22 09:00:00",33.23,15.16,5.22
"2021-02-22 10:00:00",19.6,18.4,5.82
"2021-02-22 11:00:00",10.06,12.92,4.68
"2021-02-22 12:00:00",8.38,12.22,4.28
"2021-02-22 13:00:00",9.41,13.01,6.84
"2021-02-22 14:00:00",7.74,13.53,5.6
"2021-02-22 15:00:00",8.74,13.73,5.68
"2021-02-22 16:00:00",13.78,16.99,4.37
"2021-02-22 17:00:00",15.29,12.3,4.46
"2021-02-22 18:00:00",12.6,11.61,5.97
"2021-02-22 19:00:00",7.91,11.17,6.62
"2021-02-22 20:00:00",6.5,10.19,6.5
"2021-02-22 21:00:00",4.97,8.56,5.35
"2021-02-22 22:00:00",5.3,8.72,5.41
"2021-02-22 23:00:00",3.39,8.05,4.74
"2021-02-23 00:00:00",3.37,9.31,4.98
"2021-02-23 01:00:00",3.16,6.26,3.85
"2021-02-23 02:00:00",2.36,4.18,2.79
"2021-02-23 03:00:00",1.79,2.8,1.96
"2021-02-23 04:00:00",1.8,1.77,1.19
"2021-02-23 05:00:00",2.16,1.71,1.39
"2021-02-23 06:00:00",3.7,1.43,0.99
"2021-02-23 07:00:00",7.15,2.17,0.7
"2021-02-23 08:00:00",7.89,3.7,1.57
"2021-02-23 09:00:00",8.03,7,2.24
"2021-02-23 10:00:00",7.26,8.62,2.86
"2021-02-23 11:00:00",5.99,6.05,2.77
"2021-02-23 12:00:00",6.22,4.77,2.6
"2021-02-23 13:00:00",7.02,6.7,5.35
"2021-02-23 14:00:00",9.07,2.91,1.89
"2021-02-23 15:00:00",8.15,3.51,2.8
"2021-02-23 16:00:00",9.68,5.88,4.45
"2021-02-23 17:00:00",8.24,5.22,3.9
"2021-02-23 18:00:00",7.12,4.81,3.88
"2021-02-23 19:00:00",6.1,6.94,5.32
"2021-02-23 20:00:00",4.71,3.75,3.13
"2021-02-23 21:00:00",4.53,5.61,4.13
"2021-02-23 22:00:00",4.45,4.38,3.48
"2021-02-23 23:00:00",2.98,3.81,2.78
"2021-02-24 00:00:00",2.07,3.1,2.13
"2021-02-24 01:00:00",1.51,3.35,2.06
"2021-02-24 02:00:00",1.22,2.71,1.65
"2021-02-24 03:00:00",0.64,2.76,2.04
"2021-02-24 04:00:00",1.36,4.28,2.82
"2021-02-24 05:00:00",0.9,6.32,4.04
"2021-02-24 06:00:00",3.37,6.69,4.17
"2021-02-24 07:00:00",9.44,5.87,3.28
"2021-02-24 08:00:00",11.86,5.98,3.59
"2021-02-24 09:00:00",14.53,10.56,5.51
"2021-02-24 10:00:00",12.15,9.42,5.91
"2021-02-24 11:00:00",13.91,14.36,10.39
"2021-02-24 12:00:00",10.6,7.5,4.1
"2021-02-24 13:00:00",11.67,7.43,4.06
"2021-02-24 14:00:00",10.85,10.47,4.76
"2021-02-24 15:00:00",8.28,17.46,9.87
"2021-02-24 16:00:00",11.73,6.71,3.77
"2021-02-24 17:00:00",13.71,8.76,5.86
"2021-02-24 18:00:00",19.51,6.25,4.69
"2021-02-24 19:00:00",15.87,6.44,5.2
"2021-02-24 20:00:00",11.96,9.85,7.32
"2021-02-24 21:00:00",11.2,15.74,9.45
"2021-02-24 22:00:00",8.26,20.28,11.77
"2021-02-24 23:00:00",4.97,19.88,10.91
"2021-02-25 00:00:00",4.52,19.1,10.39
"2021-02-25 01:00:00",3.35,18.73,9.72
"2021-02-25 02:00:00",1.67,19.5,10.11
"2021-02-25 03:00:00",1.09,16.93,8.78
"2021-02-25 04:00:00",1.02,12.89,7.11
"2021-02-25 05:00:00",1.7,12.63,6.67
"2021-02-25 06:00:00",3.64,11.88,6.24
"2021-02-25 07:00:00",8.74,13.06,6.49
"2021-02-25 08:00:00",14.31,11.01,5.62
"2021-02-25 09:00:00",14.73,11.24,5.3
"2021-02-25 10:00:00",12.08,10.95,5.44
"2021-02-25 11:00:00",10.22,13.1,6.6
"2021-02-25 12:00:00",4.89,12.63,6.42
"2021-02-25 13:00:00",6.03,12.52,5.87
"2021-02-25 14:00:00",6.16,10.38,5.36
"2021-02-25 15:00:00",5.77,9.51,4.69
"2021-02-25 16:00:00",6.35,11.17,5.28
"2021-02-25 17:00:00",10.87,11.82,5.63
"2021-02-25 18:00:00",21.51,13.05,6.83
"2021-02-25 19:00:00",30.45,17.53,9.64
"2021-02-25 20:00:00",33.24,22.21,16.03
"2021-02-25 21:00:00",28.35,19.59,13.97
"2021-02-25 22:00:00",21.57,16.28,11.26
"2021-02-25 23:00:00",30.9,17.63,11.29
"2021-02-26 00:00:00",30.09,18.7,13.08
"2021-02-26 01:00:00",33.25,14.51,9.21
"2021-02-26 02:00:00",23.67,10.83,6.79
"2021-02-26 03:00:00",4.29,7.83,4.43
"2021-02-26 04:00:00",4.79,7.62,3.87
"2021-02-26 05:00:00",5.27,7.26,3.42
"2021-02-26 06:00:00",13.65,7.15,3.23
"2021-02-26 07:00:00",28.64,6.9,3.18
